S,C,A,P,D,Y
0.30471707975443135,-0.25795209324106383,0.4809941154826174,0.8932227106923158,-1.8143660977477074,-1.9291402029074556
-1.0399841062404955,-0.2994858907916149,-0.1408606222413833,-0.33401060225305623,0.6080241077296906,-0.11914632867154973
0.7504511958064572,-0.6966599125054466,-0.721819420027229,0.5893270995408934,-0.39080371994824237,-0.10761864175789508
0.9405647163912139,0.42848292865583376,0.6552665540036642,1.8007984624047109,-1.8533367728617764,-1.5803982708503774
-1.9510351886538364,0.23464618770475926,-1.1218818932747163,-1.061529937386302,-1.8769083956177386,-2.272004432439104
-1.302179506862318,-1.590649698269418,-1.236579358519724,-2.803180744544558,3.710509583529854,3.2785322731531004
0.12784040316728537,-1.6515259952393577,1.5951742152447654,-1.4591777760150382,5.971508981163115,6.407172362551818
-0.3162425923435822,0.4246844532057544,-1.8921659505305004,0.7003655944018836,-3.754991358071545,-4.573561325136284
-0.016801157504288795,-0.8152864287945346,-1.706802925450422,-2.397886922034682,0.8209791764919927,1.0992466604755324
-0.85304392757358,0.302041155100324,-0.08335741095086224,-1.1955372946400717,-0.5603114475746507,-0.5999661175277824
0.8793979748628286,0.7809315781091883,1.7452051897956034,0.699654446625529,1.7638850476786314,2.102617470033117
0.7777919354289483,-1.2709528374055592,0.584541928597115,0.28201434465339126,0.7647261497611857,1.1039725560393876
0.06603069756121605,-1.411537254576185,0.46642509760694034,0.0196830258972851,1.692533272624395,2.5238631522896364
1.1272412069680329,1.6744316823952952,1.8724481845994396,0.854787184733409,3.0243462417045155,5.201800251782808
0.4675093422520456,0.351570782962459,-0.34635386359970083,2.4074579594534526,-2.9935299897436405,-2.1833667598738598
-0.8592924628832382,-0.41924065667327093,-1.5661408379325374,-1.18973063107131,0.2560267233612694,-0.9118454274680767
0.36875078408249884,-0.9339404526462636,0.5584769632811355,0.22386698165743457,0.39780934623589204,-0.13981622590103449
-0.9588826008289989,-0.5104408489072796,-0.05479364093527883,-0.9690562048499382,-0.3355109115429791,-0.32671099468548725
0.8784503013072725,-1.1905723361133103,-0.28750662505071223,0.8023135214404936,1.2108325151574233,1.3345335076184353
-0.049925910986252896,0.8834121740905903,-0.24787354292127226,1.2249037223785768,-2.982399410670941,-4.295792679144479
-0.18486236354526056,-0.7767511536063209,-0.42909899524969924,-2.461931970331236,4.453310295629092,3.5806388480975224
-0.6809295444039414,1.093534588216267,-0.2629704393611772,0.5937300321227632,-2.446908052350162,-2.5831656173748545
1.2225413386740303,-0.40062891977001125,1.213842968665196,1.1351885471894196,4.754444038467835,8.14628820486812
-0.15452948206880215,-1.0433501836173147,-0.7004130658716615,-1.607057855737058,1.6617926042865412,2.090546241544814
-0.4283278221631072,-0.4263015880138014,0.8202379585942985,-0.23932522341068752,1.6435252455589866,1.488634273353825
-0.3521335504882296,-2.624166777501417,-0.8913910321090496,-3.5316177170815504,4.896470493659283,3.266398449788703
0.5323091855533487,-0.12076857667400692,0.24021282253189508,-0.26135334412566447,2.2706125302501636,2.7529351646044873
0.36544406436407834,-0.17011919113015858,-1.2260535715555452,-0.9612217547400607,0.8869042698336704,0.3788817141978793
0.4127326115959884,0.8247427465479676,-0.3008932652499068,0.9693352637606062,-2.8643906706943927,-3.3120214872630394
0.43082100300788273,-1.8863049279833795,0.9468970793469327,-1.6712553611726335,5.03926510028397,4.539501728200125
2.1416476008704612,1.1618663608635478,2.462249557225321,1.362330669563722,3.076917771934717,6.183972056836728
-0.4064150163846156,0.820599294997656,0.1931019736811463,-0.16113077146399013,0.7099199007193202,0.04173649561827231
-0.5122427290715373,1.2520435636986627,0.038739556874133,-0.9552582245003871,-1.5665798254396226,-3.761491967877242
-0.8137727282478777,-0.05272137600413741,1.2739413080472763,-1.4127359606060945,2.2683535997131425,3.4460511622262566
0.6159794225754956,1.0138968341027554,-0.13187940487141436,2.968372415528476,-2.5022783418806904,-3.5619164258514533
1.1289722927208916,-1.4712440349069051,-0.49045145071389684,-1.9355341601683191,4.136817477331733,4.979300915029897
-0.11394745765487507,0.713047565204533,-1.164500453726399,1.4562641122173816,-3.623572105240356,-3.9516182380191442
-0.840156476962528,-0.7711627620999453,-1.5438083127941193,1.1672889835261104,-2.0668116016774696,-2.9851711925460727
-0.8244812156912396,-1.6514018324229363,-1.7988081523081505,-1.2701771617722895,-0.7329436869057604,-2.562561580692494
0.6505927878247011,-1.1241405181643607,0.7442536354695553,-0.62992173236379,2.330080450267726,4.212230091661841
0.7432541712034423,0.005531138629270573,1.9959090767604635,1.5340005762347053,0.5672254643111624,4.040962201425534
0.543154268305195,-0.8242992082176034,2.0828133412751098,-1.8700030108232402,7.2031149113680835,10.37339582527799
-0.6655097072886943,0.37607353169579993,-0.16120120544208993,-1.7210851519354193,2.308980775424868,3.972474709349437
0.23216132306671977,-1.8082375550040173,2.373433538520735,-1.9322417661653792,7.755600413531891,9.396275282697983
0.11668580914072822,-2.1270975436158617,-0.23968724742569086,-2.048889260643967,4.368476554564985,3.3335193568727917
0.21868859672901295,1.372387434143576,-1.4138304452734136,2.9380889422776435,-5.205357190428006,-5.510186140292852
0.8714287779481898,0.9038001294014344,1.9246068458363594,1.300083914033777,0.25803611723503606,2.231979943185248
0.22359554877468227,-1.0492968359138075,-1.6149988429743802,-0.864524724837709,1.1485950187317835,-0.8234773578894046
0.6789135630718949,-0.002999643470539514,-0.07608945962790936,0.7665341911530325,0.47767665088596445,0.4032854799249056
0.06757906948889146,1.0195070602013239,0.5876913019116878,1.1528355292051238,0.08110121305676388,0.22852514993637074
0.28911939868998415,0.41920060829060546,0.18673791864120337,0.6907733126357111,-0.794903209012485,-0.2831726010231371
0.6312882258385404,0.1482230961834784,0.4403354629670345,-0.10867738396470006,0.7346691815771325,1.242681428943525
-1.4571558198556664,1.095154081312597,-2.6379458526756725,0.28245206808997986,-4.025216092737718,-6.587023258138938
-0.31967121635730134,-0.7307124752012204,-0.33047360579063834,-0.9695090847679573,2.7705976771064122,3.560100445536045
-0.4703726542927955,0.0311784486646287,0.5332898344449963,-0.8259330164219967,0.8125985196153735,-0.5866538184778721
-0.6388778482433419,-0.017848638292391635,-0.618909931707323,0.06936583665368967,-2.271048748523638,-3.777505266078151
-0.27514225122668373,-0.27276204767104256,-1.1053681308677445,0.4528891051230295,-0.4602542725257537,-1.5928593773809234
1.4949413112343959,-0.3898055114207521,0.24740285063706535,1.5550568623815164,-1.7443801497243805,-1.5227625624761714
-0.8658311156932432,0.07286823782849074,-1.6754256986488218,-1.7342494387904543,-1.9394917332280017,-5.097126409731723
0.9682783545914808,0.03440749598552754,1.3606121070058392,1.0123852811769574,0.7559332746538787,2.634183156990958
-1.6828697716158048,-1.0484276425345258,-1.3392675092560946,-3.6841275283591077,3.01590030340272,1.5503613616925291
-0.33488502998577485,0.8017959099004475,-1.1353921305814434,0.7573133111931729,-4.282915157366935,-6.0452648388783565
0.1627530651050056,-0.9763852077662583,-2.0480063568770523,-1.9327211877449189,1.4905440289544538,2.457763462230351
0.5862223313592781,-0.2182334445471739,1.006235095031443,1.5428833021215274,0.03296836559296115,1.6670473671053005
0.711226579792855,-0.2952804727200515,-0.186480819182396,1.0690988235693497,-1.2406115765127395,-1.3737923895455582
0.7933472351999252,0.35810361265921586,1.4824097142152088,2.296726152213381,0.9907554036938371,2.7397786802253776
-0.3487250722484376,-2.119103940217333,-1.1048347143761874,-1.805055203088897,3.189228276605914,2.158625646506504
-0.46235179266456716,0.8909098149294582,-1.4502522463343759,0.3823754529435744,-2.135576790840842,-2.963348709361193
0.8579758812571538,-0.6769903476121641,1.0111477885167381,-0.4658198675305841,1.5572874243455197,2.270888784870448
-0.1913043248816149,1.2199632947770542,2.1663949051447537,3.033505890039165,-4.276375499046872,-5.902134529039907
-1.2756863233379219,-0.4781649245161544,-0.5266563322213487,-1.88703525059593,1.7436858443743533,-0.258082960893643
-1.1332872140034806,-0.04884358573401051,-0.9970679147976289,-2.433151437955944,3.0585093084434343,2.1251400230335333
-0.9194522860016113,1.9137860400684237,-0.5606007496206431,2.476502924346483,-7.304019670068387,-10.073007881518949
0.49716074405376404,-0.27733820879366844,-1.2539551174318333,0.2584144873597062,-0.9245798330840402,-1.1368806737123567
0.14242573607056525,1.2388498846734588,-0.9799146346819911,3.1207471480506417,-7.370997942662004,-8.377747152645606
